genes	HGMD_inheritance	OMIM_inheritance	GeneCC_inheritance
EIF4A3	AR	AR	AR
EIF4G1	AD	AD	AD
ELAC2	ADAR	AR	AR
ELANE	AR	AD	AD
ELMOD3	AD	AD;AR	AD;AR
ELN	AD	AD	AD
ELOVL4	ADAR	AD;AR	AD;AR
ELP4	AD	AD	AD
EMC10	AR	AR	AR
EMD	XLR	XLR	XL
EMG1	AR	AR	AR
EMILIN1	AD		
ENAM	AD	AD;AR	AD;AR;sD
ENG	AD	AD	AD
ENO3	AR	AR	AR
ENPP1	AR	AD;AR;AR,AD,Multifactorial	AD;AR
EOMES	AR		AR
EP300	AD	AD	AD
EPAS1	AD	AD	AD
EPB41	ADAR	AR,AD	AD;AR
EPB41L1	AD	AD	AD
epb41tv1	ADAR		
EPB42	AR		AD;AR
EPCAM	AR	AD;AR	AD;AR
EPG5	AR	AR	AR
EPHA2	ADAR	AD	AD
EPHB4	AD	AD	AD
EPHX1	AD		AD;AR
EPM2A	AR	AR	AR
EPN2	AR		
EPOR	AD	AD	AD
EPS8	AR	AR	AR
EPS8L2	AR	AR	AR
EPS8L3	AD	AD	AD
EPX	AR	AR	AR
ERAL1	AR	AR	AR
ERBB2	AD	AR	AD
ERBB3	AR	AD;AR	AD;AR
ERCC1	AR	AR	AR
ERCC2	AR	AR	AR
ERCC3	AR	AR	AR
ERCC4	AR	AR	AR
ERCC5	AR	AR	AR
ERCC6	AR	AD;AD,Somatic mutation;AR	AR
ERCC6L2	AR	AR	AR
ERCC8	AR	AR	AR
ERF	AD	AD	AD
ERLIN2	AR	AR	AR
ESCO2	AR	AR	AR
ESPN	ADAR	AR	AD;AR
ESR1	AD	AD;AR	AR
ESRRB	AR	AR	AR
ETFA	AR	AR	AR
ETFB	AR	AR	AR
ETFDH	AR	AR	AR
ETHE1	AR	AR	AR
ETV6	AD	AD	AD
EVC	AR	AD;AR	AD;AR
EVC2	ADAR	AD;AR	AD;AR
EXO1	AD		AD
EXOSC3	AR	AR	AR
EXPH5	AR	AR	AR
EXT1	AD	AD;Somatic mutation	AD
EXT2	AD	AD;AR	AD;AR
EXTL3	AR	AR	
EYA1	AD	AD	AD
EYA4	AD	AD	AD
EYS	AR	AR	AD;AR
EZH2	AD	AD	AD
F10	AR	AR	AR
F11	AR		AD;AR;sD
F12	AR	AD;AR	AD;AR
F13A1	AR	AD;AR	AR
F13B	AR	AR	AR
F2	AD	AD;AR;Multifactorial	AD;AR
F2R	AD		
F5	ADAR	AD;AR;Multifactorial	AD;AR
F7	AR	AR	AR
F8	XLR	XLR	XL
F9	XLR	XL;XLR	XL
FA2H	AR	AR	AR
FADD	AR	AR	AR
FAH	AR	AR	AR
FAM111A	ADAR	AD	AD
FAM126A	AR	AR	
FAM136A	AD		
FAM161A	AR	AR	AD;AR
FAM166C	AR		
FAM20A	AR	AR	AR
FAM20C	AR	AR	AR
FAM83H	AD	AD	AD
FAN1	AR	AR	AD;AR
FANCA	AR	AR	AR
FANCB	XLR	XLR	AR;XL;XLR
FANCC	AR	AR	AR
FANCD2	AR	AR	AR
FANCE	AR	AR	AR
FANCF	AR	AR	AR
FANCG	AR	AR	AR
FANCI	AR	AR	AR
FANCL	AR	AR	AR
FANCM	AR	AR	AD;AR
FARS2	AR	AR	AR
FAS	AD	AD	AD
FASTKD2	AR	AR	AR
FAT1	ADAR		
FAT4	AR	AR	AR
FBLN1	AD	AD	AR
FBLN5	ADAR	AD;AR	AD;AR;sD
FBN1	AD	AD	AD
FBN2	AD	AD	AD
FBP1	AR	AR	AR
FBXL4	AR	AR	AR
FBXO47	AR		
FBXO7	AR	AR	AR
FDXR	AR	AR	AR
FECH	AR	AR	AD;AR
FERMT1	AR	AR	AR
FERMT3	AR	AR	AR
FGA	AD	AD;AR	AD;AR;sD
FGB	AR	AR	AD;AR;sD
FGD1	XLR	XLR	AD;XL;XLR
FGD4	AR	AR	AR
FGF10	AD	AD	AD
FGF14	AD	AD	AD
FGF23	ADAR	AD;AR	AD;AR
FGF3	AR	AR	AR
FGF8	AD	AD	AD;AR
FGF9	AD	AD	AD
FGFR1	AD	AD	AD;AR;SOM
FGFR2	AD	AD	AD
FGFR3	AD	AD;AR,AD	AD;AR;sD
FGG	AD	AR	AD;AR;sD
FH	ADAR	AD;AR;AR,AD	AD;AR
FHL1	XLD	AR;XL;XLD;XLR	XL;XLR
FIG4	AR	AD;AR	AD;AR
FIGLA	AD	AD	AD
FKBP10	AR	AR	AD;AR
FKBP14	AR	AR	AR
FKRP	AR	AR	AR
FKTN	AR	AR	AD;AR
FLCN	AD	AD	AD
FLG	AD	AR,AD	AD;AR;sD
FLNA	XLD	XL;XLD;XLR	AD;AR;XL;XLD;XLR
FLNB	AD	AD;AR	AD;AR
FLNC	AD	AD	AD
FLT3	AD		
FLT4	AD	AD	AD
FLVCR1	AR	AR	AR
FLVCR2	AR	AR	AR
FMN2	AR	AR	AR
FMO3	AR	AR	AR
FMOD	AR		
FMR1	XLD	XL;XLD	XL;XLR
FN1	AD	AD	AD
FOLR1	AR	AR	AR
FOXC1	AD	AD	AD
FOXC2	AD	AD	AD
FOXD3	AD	AD	AD
FOXE1	AR	AD;AR	AR
FOXE3	ADAR	AD;AR	AD;AR
FOXF1	AD	AD	AD
FOXG1	AD	AD	AD
FOXH1	AD		
FOXI1	AR	AR	AR
FOXL2	AD	AD;AR,AD	AD
FOXN1	AR	AD;AR	AD;AR;sD
FOXP1	AD	AD	AD
FOXP2	AD	AD	AD
FOXP3	XLR	XLR	XL;XLR
FRAS1	AR	AR	AD;AR
FREM1	ADAR	AD;AR	AD;AR
FREM2	AR	AR	AD;AR
FRMD7	XLD	XL	XLR
FRY	AR		
FSCN2	ADAR		AD
FSHB	AR	AR	AR
FSHMD1A	AD		
FSHR	ADAR	AD;AR	AD
FTCD	AR	AR	AR
FTH1	AD	AD	AD
FTL	AD	AD;AR,AD	AD
FTO	AR	AR	AR
FUCA1	AR	AR	AR
FUS	AD	AD	AD;AR
FUT1	AR	AR	
FUT2	AR	AR	
FUT6	AR		AR
FXN	AR	AR	AR
FXYD2	AD	AD	AD
FYCO1	AR	AR	AD;AR
FZD2	AD	AD	AD
FZD4	AD	AD	AD
FZD5	AD		
FZD6	AR	AR	
G6PC	AR	AR	
G6PC3	AR	AR	AR
G6PD	XLD	XL	XL
GAA	AR	AR	AR
GAB1	AR	AR	
GABRA1	AD	AD	AD
GABRB1	AD	AD	AD
GABRB2	AD	AD	AD
GABRB3	AD	AD	AD
GABRG2	AD	AD	AD
GAD1	AR	AR	AR
GALC	AR	AR	AR
GALE	AR	AR	AR
GALK1	AR	AR	AR
GALNS	AR	AR	AR
GALNT3	AR	AR	AR
GALT	AR	AR	AR
GAMT	AR	AR	AR
GAN	AR	AR	AR
GANAB	AD	AD	AD
GARS1	AD	AD	AD
GATA1	XLR	XLR	AD;AR;XL
GATA2	AD	AD;AD,Somatic mutation	AD
GATA3	AD	AD	AD
GATA4	AD	AD	AD
GATA5	AR	AR,AD	AD
GATA6	AD	AD	AD;AR
GATAD2B	AD	AD	AD
GATM	AR	AD;AR	AD;AR
GBA	AR	AD;AR;Multifactorial,AD	
GBA2	AR	AR	AR
GBE1	AR	AR	AR
GCDH	AR	AR	AR
GCH1	ADAR	AR;AR,AD	AD;AR;sD
GCK	AD	AD;AR	AD;AR
GCKR	AD		
GCLC	AR	AR	AR
GCM2	AD	AD;AR,AD	AD;AR
GCSH	AR	AR	AR
GDAP1	ADAR	AR;AR,AD	AD;AR;sD
GDF1	AD	AD;AR	AD;AR
GDF2	ADAR	AD	AD
GDF3	AD	AD	AD
GDF5	ADAR	AD;AR;AR,AD	AD;AR;sD
GDF6	AD	AD;AR	AD
GDNF	AD	AD	
GFAP	AD	AD	AD
GFER	AR	AR	AR
GFM1	AR	AR	AR
GFM2	AR	AR	AR
GFPT1	AR	AR	AR
GGCX	AR	AR	AD;AR
GGN	AR	AR	
GH1	AD	AD;AR	AD;AR
GHR	AR	AD;AR;AR,AD	AR
GHRHR	AR	AR	AR
GIGYF2	AD		AD
GIPC3	AR	AR	AR
GJA1	ADAR	AD;AR	AD;AR;sD
GJA3	AD	AD	AD
GJA5	AD	AD	AD
GJA8	AD	AD	AD
GJB1	XLD	XLD	XL
GJB2	ADAR	AD;AR,Digenic dominant	AD;AR
GJB3	ADAR	AD;AR,AD;AR,Digenic dominant	AD;AR
GJB4	AD	AD	AD;AR
GJB6	ADAR	AD;AR;AR,Digenic dominant	AD;AR
GJC2	ADAR	AD;AR	AD;AR
GK	XLR	XLR	AR;XL;XLR
GLA	XLD	XL	XL
GLB1	AR	AR	AR
GLDC	AR	AR	AR
GLDN	AR	AR	AR
GLE1	AR	AR	AD;AR
GLI2	AD	AD	AD;AR
GLI3	AD	AD	AD;AR
GLIS2	AR		AR
GLIS3	AR	AR	AR
GLMN	AD	AD	AD
GLRA1	ADAR	AR,AD	AD
GLRB	AR	AR	AD;AR
GLRX5	AR	AR	AR
GLUD1	AD	AD	AD;AR
GLUL	AR	AR	AR
GLYCTK	AR	AR	AR
GM2A	AR	AR	AR
GMPPA	AR	AR	AR
GMPPB	AR	AR	AR
GNA11	AD	AD	AD
GNAI2	AD	AD	
GNAL	AD	AD	AD
GNAO1	AD	AD	AD
GNAS	AD	AD;Somatic mutation	AD;ADm;SOM
GNAT1	AD	AD;AR	AD
GNAT2	AR		AD;AR
GNB1	AD	AD	AD
GNB3	AR	AR;Multifactorial	AD;AR
GNE	AR	AD;AR	AD;AR
GNMT	AR	AR	AR
GNPAT	AR	AR	AR
GNPTAB	AR	AR	AR
GNPTG	AR	AR	AR
GNRHR	AR	AR	AD;AR
GNS	AR	AR	AR
GOLGA5	AD		
GORAB	AR	AR	AR
GOSR2	AR	AR	AR
GP1BA	AD	AD;AR	AD;AR;sD
GP1BB	AR	AR	AD;AR
GP6	AR	AR	AR
GP9	AR	AR	AD;AR
GPAA1	AR	AR	AR
GPC3	XLR	XLR	XL;XLR
GPC6	AR	AR	AR
GPD1	AR	AR	AR
GPHN	AR	AR	AD;AR
GPI	AR	AR	AR
GPIHBP1	AR	AR	AR
GPR101	XLD	XL	XL
GPR143	XLR	XL;XLR	XL
GPR179	AR	AR	AD;AR
GPSM2	AR	AR	AR
GPT2	AR	AR	AR
GPX1	AR	AR	
GPX4	AR	AR	AR
GRB10	AD		
GREB1L	AD	AD	AD;AR;IPVE
GRHL2	AD	AD;AR	AD;AR
GRHL3	AD	AD	AD
GRHPR	AR	AR	AR
GRIA3	XLR	XLR	XL;XLR
GRID2	AR	AR	AR
GRIK2	AR	AD;AR	AD;AR
GRIN1	AD	AD;AR	AD;AR
GRIN2A	AD	AD	AD
GRIN2B	AD	AD	AD
GRK1	AR		AR
GRM1	AR	AD;AR	AR
GRM6	AR	AR	AD;AR
GRN	AD	AD;AR	AD;AR
GRXCR1	AR	AR	AR
GRXCR2	AR	AR	AR
GSDME	AD	AD	AD
GSN	AD	AD	AD
GSR	AR	AR	AR
GSS	AR	AR	AR
GSTP1	AR		
GTF2H5	AR	AR	AR
GTPBP3	AR	AR	AR
gtpbp3i5	AR		
GUCA1A	AD	AD	AD
GUCA1B	AD		AD
GUCY2D	ADAR	AD;AR;AR,AD	AD;AR
GUSB	AR	AR	AR
GYG1	AR	AR	AR
GYPC	AD		AD
GYS1	AR	AR	AR
GYS2	AR	AR	AR
H19	AD		AD
HADH	AR	AR	AR
HADHA	AR	AR	AR
HADHB	AR	AR	AR
HAL	AR	AR,AD	AR
HAMP	AR	AR	AR
HAO1	AR		
HARS1	ADAR	AD;AR	AD;AR
HARS2	AR	AR	AR
HAX1	AR	AR	AR
HBA1	AD	AD	AD;AR;sD
HBA2	AD	AD	AD;AR
HBB	AD	AD;AR	AD;AR;sD
HBD	AD		AR
HBG1	AD	AD	AD;AR
HBG2	AD	AD	AD;AR
HCCS	XLD	XLD	XL;XLD
HCFC1	XLR	XLR	XL;XLR
HCN4	AD	AD	AD
HCRT	AD	AD	AD
HDAC4	AD	AD	AD
HDAC8	XLD	XLD	AD;XL
HEPACAM	AD	AD;AR	AD;AR
HERC2	AR	AR	AR
HES7	AR	AR	AR
HESX1	ADAR	AR,AD	AD;AR
HEXA	AR	AR	AR
HEXB	AR	AR	AR
HFE	AR	AD;AR;AR,AD	AR
HGD	AR	AR	AR
HGF	AR	AD;AR;Multifactorial;Somatic mutation	AR
HGSNAT	ADAR	AR	AD;AR
HIBCH	AR	AR	AR
HINT1	AR	AR	AR
HJV	AR	AR	AR
HK1	AR	AD;AR	AD;AR
HLA-A	AD		
HLA-B	AD	Multifactorial	
HLCS	AR	AR	AR
HMBS	AD	AD	AD;sD
HMGA2	AD	AD	AD
HMGCL	AR	AR	AR
HMGCS2	AR	AR	AR
HMOX1	AR	AR	AR
HMX1	AR	AR	AR
HNF1A	AD	AD;AR	AD
HNF1B	AD	AD	AD
HNF4A	AD	AD	AD
HNRNPU	AD	AD	AD
HOGA1	AR	AR	AR
HOMER2	AD	AD	AD
HOXA1	AR	AR	AR
HOXA11	AD	AD	AD
HOXA13	AD	AD	AD
HOXA2	ADAR	AR,AD	AD;AR;sD
HOXB1	AD	AR	AR
HOXC13	AR	AR	AD;AR
HOXD10	AD	AD	AD
HOXD13	AD	AD	AD
HPD	ADAR	AD;AR	AD;AR
HPGD	AR	AR	AD;AR
HPRT1	XLR	XLR	XL;XLR
HPS1	AR	AR	AR
HPS3	AR	AR	AR
HPS4	AR	AR	AR
HPS5	AR	AR	AR
HPS6	AR	AR	AR
HPSE2	AR	AR	AR
HR	AR	AR	AD;AR
HRAS	AD	AD	AD
HRG	AD	AD	AD
HRNR	AR		
HRURF	AD	AD	
HSD11B2	AR	AR	AR
HSD17B10	XLD	XLD	XL;XLR
HSD17B3	AR	AR	AR
HSD17B4	AR	AR	AR
HSD3B2	AR	AR	AR
HSD3B7	AR	AR	AR
HSF4	ADAR	AD	AD
hsf4b	AR		
HSFY1	YL		
HSPB1	AD	AD	AD
HSPB3	AD	AD	AD
HSPB8	AD	AD	AD
HSPD1	AD	AD;AR	AD;AR
HSPG2	AR	AR	AR
HTRA1	AD	AD;AR	AD;AR
HTRA2	ADAR	AR	AR
HTT	AD	AD;AR	AD;AR
HUWE1	XLD	XL	AD;XL;XLD
HYAL1	AR	AR	AR
HYDIN	AR	AR	AD;AR
HYLS1	AR	AR	AR
IARS2	AR	AR	AR
IBA57	AR	AR	AR
ICOS	AR	AR	AD;AR
IDH3B	AR	AR	AD;AR
IDS	XLR	XLR	AR;XL;XLR
IDUA	AR	AR	AR
IER3IP1	AR	AR	AR
IFIH1	AD	AD;AR	AD
IFNGR1	AR	AD;AR	AD;AR
IFNGR2	AR	AR	AD;AR
IFT122	AR	AR	AR
IFT140	AR	AR	AD;AR
IFT172	AR	AR	AD;AR
IFT43	AR	AR	AR
IFT80	AR	AR	AR
IFT81	AR	AR	AR
IGF1	AR	AR	AR
IGF1R	AD	AR,AD	AD;AR
IGFALS	ADAR	AR	AR
IGFBP7	AR	AR	AR
IGHG2	AR		
IGHM	AR	AR	
IGHMBP2	AR	AR	AR
IGLL1	AR	AR	AD;AR
IGSF1	XLR	XLR	XL;XLR
IHH	ADAR	AD;AR	AD;AR
IKBKG	XLD	XL;XLD;XLR	AD;XL;XLD;XLR
IKZF1	AD	AD	AD
IL10RA	AR	AR	AR
IL10RB	AR	AR	AR
IL11RA	AR	AR	AR
IL12RB1	AR	AR	AR
il16tv3	AR		
IL17RA	AR	AR	AD;AR
IL1RAPL1	XLR	XLR	XL;XLR
IL1RN	AR	AR	AR
IL21R	AD	AD;AR	AR
IL2RG	XLR	XLR	AR;XL
IL31RA	AD	AD	AD
IL36RN	AR	AR	AD;AR
IL7R	AR	AR	AR
ILDR1	AR	AR	AR
IMPA1	AR	AR	AR
IMPDH1	AD	AD	AD
IMPG1	AD	AD;AR,AD	AD;AR
IMPG2	AR	AD;AR	AD;AR
INF2	AD	AD	AD
INPP5E	AR	AR	AR
INPPL1	AR	AR	AR
INS	AD	AD;AR,AD	AD;AR
INSL3	AD	AD	AD
INSR	ADAR	AD;AR	AD;AR
INVS	AR	AR	AR
IQCB1	AR	AR	AD;AR
IQSEC2	XLD	XLD	XL;XLD
IRAK4	AR	AR	AR
IRF1	AR		
IRF6	AD	AD	AD
IRF8	ADAR	AD;AR	AD;AR
IRS1	AD	AD	
ISCU	ADAR	AR	AR
ITCH	AR	AR	AR
ITFG2	AR		
ITGA2	AD		AD
ITGA2B	AR	AD;AR	AD;AR
ITGA6	AR	AR	AD;AR
ITGA7	AR	AR	AD;AR
ITGB2	AR	AR	AR
ITGB3	AR	AR	AD;AR
ITGB4	ADAR	AR	AD;AR
ITK	AR	AR	AR
ITM2B	AD	AD	AD
ITPR1	ADAR	AD;AR,AD	AD;AR
IVD	AR	AR	AR
IYD	AR	AR	AR
JAG1	AD	AD	AD
JAG2	AR	AR	
JAK2	AR	AD,Somatic mutation	AD
JAK3	AR	AR	AR
JMJD1C	AD		AD
JPH2	ADAR	AD;AR	AD;sD
JPH3	AD	AD	AD
JUP	AR	AD;AR	AD;AR
KANSL1	AD	AD	AD
KARS1	AR	AR	AR
KAT6A	AD	AD	AD
KAT6B	AR	AD	AD
KATNB1	AR	AR	AR
KBTBD13	AD	AD	AD
KCNA1	AD	AD	AD
KCNA2	AR	AD	AD
KCNA5	AD	AD	AD
KCNB1	AD	AD	AD
KCNC3	AD	AD	AD
KCND2	AR		AD
KCND3	AD	AD	AD
KCNE1	ADAR	AD;AR	AD;AR
KCNE2	AD	AD	AD
KCNE3	AD		AD
KCNH1	AD	AD	AD;AR
KCNH2	AD	AD	AD
KCNJ1	AR	AR	AR
KCNJ10	AR	AR	AD;AR
KCNJ11	AD	AD;AR,AD	AD;AR
KCNJ13	ADAR	AD;AR	AD;AR
KCNJ18	AD	AD	AD
KCNJ2	AD	AD	AD
KCNJ5	AD	AD	AD
KCNK3	ADAR	AD	AD
KCNMA1	AD	AD;AR	AD;AR
KCNQ1	ADAR	AD;AR	AD;AR
KCNQ2	AD	AD	AD
KCNQ3	AD	AD	AD
KCNQ4	AD	AD	AD
KCNT1	AD	AD	AD
KCNV2	AR	AR	AR
KCTD1	AD	AD	AD
KCTD17	AD	AD	AD
KCTD7	AR	AR	AR
KDM1A	AD	AD	AD
KDM5B	AD	AR	AD;AR
KDM5C	XLR	XLR	XL;XLR
KDM6A	XLD	XLD	AD;XL;XLD
KDR	AD	AD	AD
KEL	AD		
KERA	AR	AR	AD;AR
KHK	AR	AR	AR
KIAA0586	AR	AR	AR
KIAA1109	AR	AR	
KIAA1549	AR	AR	AD;AR
KIF11	AD	AD	AD
KIF14	AR	AR	AR
KIF1A	AR	AD;AR;AR,AD	AD;AR
KIF1B	AD	AD;AD,Somatic mutation	AD
KIF1C	AR	AR	AD;AR
KIF21A	AD	AD	AD
KIF22	AD	AD	AD
KIF26B	AD		
KIF5A	AD	AD	AD
KIF7	AR	AR	AR
KIFBP	AR	AR	AR
KIRREL3	AD		AD
KISS1	AD	AR	AD
KISS1R	AD	AD;AR	AD;AR
KIT	AD	AD;AD,Isolated cases	AD
KITLG	AD	AD;AR	AD
KIZ	AR	AR	AD;AR
KL	AR	AR	AR
KLF1	AD	AD	AD;AR
KLF11	AD		AD
KLF6	AD		
KLHDC8B	AR	AR	
KLHL24	AD	AD;AR	AD
KLHL3	ADAR	AR,AD	AD
KLHL40	AR	AR	AR
KLHL41	AR	AR	AD;AR
KLHL7	ADAR	AD;AR	AD;AR
KLHL9	AD		
KLK4	AR	AR	AR
KLKB1	AR	AR	AR
KMT2A	AD	AD	AD
KMT2B	AD	AD	AD
KMT2C	AD	AD	AD
KMT2D	AD	AD	AD
KNL1	AR	AR	AR
KRAS	AD	AD	AD
krastva	AD		
KRIT1	AD	AD	AD
KRT1	AD	AD;AR,AD	AD
KRT10	AD	AD;AR,AD	AD;AR
KRT12	AD	AD	AD
KRT13	AD	AD	AD
KRT14	AD	AD;AR	AD;AR
KRT16	AD	AD	AD
KRT17	AD	AD	AD
KRT2	AD	AD	AD
KRT3	AD	AD	AD
KRT4	AD	AD	AD
KRT5	AD	AD;AR	AD;AR
KRT6A	AD	AD	AD
KRT6B	AD	AD	AD
KRT71	AD	AD	AD
KRT74	AD	AD;AR	AD
KRT8	AR		
KRT81	AD	AD	AD
KRT83	AD	AD;AR	AD
KRT85	AD	AR	AD
KRT86	AD	AD	AD
KRT9	AD	AD	AD
KSR2	ADAR		
L1CAM	XLR	XLR	XL;XLR
L2HGDH	AR	AR	AR
LAMA1	AR	AR	AR
LAMA2	AR	AR	AR
LAMA3	AR	AD;AR	AR
LAMA4	AD	AD	AD
LAMB1	AD	AR	AR
LAMB2	AR	AR	AR
LAMB3	ADAR	AD;AR	AD;AR
LAMC1	AR		
LAMC2	AR	AR	AR
LAMC3	AR	AR	AD;AR
LAMP2	XLD	XLD	XL;XLR
LARGE1	AR	AR	AR
LARS2	AR	AR	AR
LBR	ADAR	AD;AR	AD;AR
LCA5	AR	AR	AD;AR
LCAT	AR	AR	AR
LCK	AR	AR	AR
LCT	AR	AR	AR
LDB3	AD	AD	AD
ldb3z4	AD		
LDHA	AR	AR	AR
LDHB	ADAR		AD
LDLR	AD	AR,AD	AD;AR;sD
LDLRAP1	AR	AR	AR
LEMD3	AD	AD	AD
LEP	AR	AR	AR
LEPR	AR	AR	AR
LFNG	AR	AR	AR
LGI1	AD	AD	AD
LHB	AD	AR	AR
LHCGR	AD	AD;AR	AD
LHFPL5	AR	AR	AR
LHX1	AD		
LHX3	AR	AR	AD;AR
LHX4	AD	AD	AD
LIAS	AR	AR	AR
LIFR	AR	AR	AR
LIG4	AR	AR;Somatic mutation	AR
LINS1	AR	AR	AR
LIPA	AR	AR	AR
LIPC	AD	AD;AR	AR
LIPG	ADAR		
LIPH	AR	AD;AR	AD;AR
LIPN	AR	AR	AR
LITAF	AD	AD	AD
LMAN1	AR	AR	AR
LMBR1	AR	AD;AR	AD;AR
LMBRD1	AR	AR	AR
LMF1	AR	AR	AR
LMNA	ADAR	AD;AR	AD;AR;sD
LMNB1	AD	AD	AD
LMOD3	AR	AR	AD;AR
LMX1B	AD	AD	AD
LONP1	AR	AR	AR;XL
LORICRIN	AD	AD	AD
LOXHD1	AR	AR	AD;AR
loxhd1tv2	AR		
LPA	AD	AD	
LPAR6	AR	AR	AD;AR
LPIN1	AR	AR	AD;AR
LPIN2	AR		AR
LPL	AR	AD;AR	AD;AR
LPP	AD	AD,Somatic mutation	
LRAT	AR	AR	AD;AR
LRBA	AR	AR	AR
LRIG2	AR	AR	AR
LRMDA	AR	AR	AR
LRP2	AR	AR	AD;AR
LRP4	ADAR	AR;AR,AD	AR;sD
LRP5	ADAR	AD;AR;AR,AD	AD;AR;sD
LRP6	AD	AD	AD
LRPPRC	AR	AR	AR
LRRC8A	AD	AD	AD
LRRK2	AD	AD	AD
LRTOMT	AR	AR	AR
LSS	AR	AD;AR	AD;AR
LTBP2	AR	AD;AR	AD;AR
LTBP3	ADAR	AD;AR	AD;AR
LTBP4	AR	AR	AR
LYST	AR	AR	AR
LYZ	AD	AD	AD
LZTR1	AD	AD;AR	AD;AR
LZTS1	AD		
MAD1L1	AD	AR	
MAF	AD	AD	AD;AR
MAFB	AD	AD	AD
MAGEL2	AD	AD	AD;ADm
MAGI2	AR	AR	AD;AR;XL
MAGT1	XLR	XLR	XLR
MAK	AR	AR	AD;AR
MAMLD1	XLR	XLR	XL;XLR
MAN1B1	AR	AR	AR
MAN2B1	AR	AR	AR
MANBA	AR	AR	AR
MAOA	XLR	XLR	XL;XLR
MAP2K1	AD	AD	AD
MAP2K2	AD	AD	AD
MAP3K1	AD	AD	AD
MAP3K20	AR	AR	AD;AR
MAP3K7	AD	AD	AD
MAP3K8	AR		
MAPK10	AR		AD
MAPK8	AR		
MAPT	AD	AD;AR;Multifactorial,AD	AD;AR
MARS1	ADAR	AD;AR	AD;AR
MARVELD2	AR	AR	AR
MASP1	AR	AR	AR
MASTL	AD		AD
MAT1A	AD	AR,AD	AD;AR
MATN3	AD	AD;AR	AD;AR
MATR3	AD	AD	AD
MAX	AD	AD	AD
MBD5	AD	AD	AD
MBTPS2	XLR	XLR	AD;XL
MC1R	AR	AR	
MC2R	AR	AR	AR
MC3R	AD		
MC4R	AD	AR,AD	AD
MCCC1	AR	AR	AR
MCCC2	AR	AR	AR
MCEE	AR	AR	AR
MCFD2	AR		AR
MCM2	AD	AD	AD
MCM3AP	AR	AR	AR
MCM6	AR	AD	
MCOLN1	AR	AR	AR
MCPH1	AR	AR	AD;AR
MDGA2	AR		
MDH2	AR	AR	AD;AR
MECOM	AD	AD	AD
MECP2	XLD	XL;XLD;XLR	AD;XL;XLD;XLR
mecp2e1	XLD		
MED12	XLR	XLD;XLR	XL;XLR
MED13L	AD	AD	AD
MED23	AR	AR	AR
MED25	AR	AR	AR
MEF2C	AD	AD	AD
MEFV	ADAR	AD;AR	AD;AR;sD
MEG3	AD		
MEGF10	AR	AR	AR
MEGF8	AR	AR	AR
MEGF9	AR		
MEN1	AD	AD	AD
MERTK	ADAR	AR	AD;AR
MESP2	AR	AR	AR
MET	AD	AD;AR	AD;AR
METTL4	AR		
METTL5	AR	AR	AR
MFN2	AD	AD;AR	AD;AR;sD
MFRP	AR	AR	AD;AR
MFSD2A	AR	AR	AR
MFSD8	AR	AR	AR
MGAT2	AR	AR	AR
MGP	AR	AR	AR
MIB1	AD	AD	AD
MID1	XLR	XLR	XL;XLR
MINPP1	AD	AD,Somatic mutation;AR	AR
MIP	ADAR	AD	AD
MIR17HG	AD		AD
MIR184	AD	AD	AD
MIR96	AD	AD	AD
MITF	AD	AD;AR	AD;AR
MKKS	AR	AR	AR
MKRN3	AD	AD	AD
MKS1	AR	AR	AR
MLC1	AR	AR	AD;AR
MLH1	ADAR	AD;AR	AD;AR
MLH3	AD	AD,Somatic mutation	AD
MLPH	AR	AR	AR
MLYCD	AR	AR	AR
MMAA	AR	AR	AR
MMAB	AR	AR	AR
MMACHC	AR	AR	AR
MMADHC	AR	AR	AR
MME	ADAR	AD;AR,AD	AD;AR
MMP1	AR	AR	
MMP13	AD	AD;AR	AD;AR
MMP2	AR	AR	AR
MMP20	AR	AR	AR
MMP9	AR	AR	AD
MMUT	AR	AR	AR
MN1	AD	AD	AD
MNX1	AD	AD	AD;AR
MOCOS	AR	AR	AR
MOCS1	AR	AR	AR
mocs1b	AR		
mocs1l	AR		
MOCS2	AR	AR	AR
mocs2b	AR		
MOG	AD	AD	
MOGS	AR	AR	AR
MORC2	AD	AD	AD
MPDZ	AR	AR	AR
MPI	AR	AR	AR
MPL	AR	AD,Somatic mutation;AR	AD;AR
MPLKIP	AR	AR	AR
MPO	AR	AD;AR	
MPV17	AR	AR	AR
MPZ	ADAR	AD;AR,AD	AD
MR1	AD		
MRAP	AR	AR	AR
MRAS	AD	AD	AD
MRE11	AD	AR	AD;AR
MRPS16	AR	AR	AR
MRPS22	AR	AR	AD;AR
MS4A1	AR	AR	AD;AR
MSH2	AD	AD;AR	AD;AR
MSH3	AR	AR	AD;AR
MSH6	ADAR	AD;AD,Somatic mutation;AR	AD;AR
MSR1	AD		
MSRB3	AR	AR	AR
msrb3i2	AR		
MSS51	AR		
MSTO1	ADAR	AR,AD	AR
MSX1	AD	AD	AD
MSX2	AD	AD	AD
MTA3	AD		
MTFMT	AR	AR	AR
MTHFR	AR	AD;AR	AR
MTM1	XLR	XLR	XL;XLR
MTMR2	AR	AR	AR
MTNR1B	AD	AD	
MTO1	AR	AR	AR
MTOR	AD	AD	AD
MTPAP	AR	AR	AR
MTR	AR	AR	AR
MTRFR	AR	AR	
MTRR	AR	AR	AR
MTTP	AR	AD;AR	AR
MUC1	AD	AD	AD
